7.030927835051545838e-01,4.906367041198501644e-01,4.226804123711340178e-01,1.235955056179775247e-01,4.556701030927834961e-01,1.310861423220973654e-01,6.659793814432989345e-01,5.880149812734082326e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.103092783505154495e-01,1.011235955056179747e-01,4.391752577319587569e-01,1.011235955056179747e-01,6.783505154639175583e-01,4.756554307116104829e-01,9.010309278350515649e-01,6.853932584269663009e-01,-2.329896907216494895e-01,-9.925093632958801315e-01,-2.329896907216494895e-01,-9.925093632958801315e-01,-6.206185567010309434e-01,-1.985018726591760430e-01,-1.000000000000000000e+00,7.453183520599251377e-01,-2.453608247422680300e-01,-1.000000000000000000e+00,-5.999999999999999778e-01,-2.359550561797752743e-01,-9.216494845360824195e-01,6.104868913857678381e-01,2.000000000000000000e+00
-9.597989949748744198e-01,3.462603878116343736e-01,-5.979899497487437543e-01,4.709141274238227287e-02,-5.477386934673367236e-01,8.033240997229916525e-02,-7.587939698492461860e-01,5.346260387811634374e-01,-1.000000000000000000e+00,9.168975069252077725e-01,-5.628140703517587884e-01,3.601108033240997541e-02,-5.628140703517587884e-01,4.155124653739612067e-02,-7.638190954773869112e-01,6.842105263157894912e-01,-9.899497487437185494e-01,9.390581717451523813e-01,2.763819095477386689e-01,-9.722991689750692945e-01,3.216080402010050299e-01,-1.000000000000000000e+00,4.673366834170854522e-01,-3.601108033240997541e-02,6.582914572864321245e-01,7.229916897506925011e-01,2.964824120603015145e-01,-9.944598337950139033e-01,6.231155778894472697e-01,-2.493074792243767449e-02,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
-4.276527331189710623e-01,7.777777777777777901e-01,-3.247588424437298782e-01,1.449275362318840597e-02,-3.697749196141479344e-01,-1.449275362318840597e-02,-5.948553054662379935e-01,4.782608695652174058e-01,-8.971061093247588714e-01,8.647342995169081670e-01,-3.376205787781350609e-01,-1.449275362318840597e-02,-3.569131832797427517e-01,-5.314009661835748799e-02,-6.655948553054662487e-01,5.845410628019324095e-01,-1.000000000000000000e+00,1.000000000000000000e+00,2.797427652733118775e-01,-9.806763285024154841e-01,2.797427652733118775e-01,-9.806763285024154841e-01,5.691318327974276281e-01,-5.314009661835748799e-02,9.099678456591639986e-01,6.811594202898550998e-01,2.926045016077170602e-01,-1.000000000000000000e+00,5.691318327974276281e-01,-2.415458937198067604e-02,1.000000000000000000e+00,8.647342995169081670e-01,2.000000000000000000e+00
-2.798053527980535193e-01,6.571428571428571397e-01,-2.749391727493917248e-01,7.301587301587302015e-02,-3.090024330900243421e-01,9.523809523809524669e-03,-6.350364963503649651e-01,6.063492063492063044e-01,-9.902676399026764109e-01,1.000000000000000000e+00,-2.554744525547445466e-01,-1.587301587301587213e-02,-2.798053527980535193e-01,-4.761904761904761640e-02,-6.009732360097324033e-01,5.746031746031745602e-01,-1.000000000000000000e+00,1.000000000000000000e+00,3.771289537712895212e-01,-9.555555555555556024e-01,3.284671532846715203e-01,-1.000000000000000000e+00,6.545012165450121433e-01,-1.587301587301587213e-02,9.659367396593674382e-01,7.650793650793650258e-01,4.257907542579075222e-01,-9.428571428571428381e-01,6.982968369829684052e-01,-5.396825396825397081e-02,1.000000000000000000e+00,7.587301587301586991e-01,2.000000000000000000e+00
-6.314699792960662972e-01,6.911764705882352811e-01,-4.575569358178053769e-01,1.691176470588235392e-01,-4.492753623188405765e-01,1.544117647058823595e-01,-6.811594202898550998e-01,4.558823529411764608e-01,-9.006211180124223947e-01,6.691176470588234837e-01,-4.327122153209109756e-01,1.323529411764705899e-01,-4.244306418219461752e-01,1.397058823529411797e-01,-6.811594202898550998e-01,6.029411764705882026e-01,-1.000000000000000000e+00,1.000000000000000000e+00,2.546583850931676829e-01,-9.779411764705882026e-01,2.587991718426501109e-01,-1.000000000000000000e+00,6.149068322981366963e-01,-2.058823529411764608e-01,9.171842650103519956e-01,5.808823529411765163e-01,2.422360248447205100e-01,-9.779411764705882026e-01,6.107660455486542128e-01,-1.764705882352941291e-01,1.000000000000000000e+00,7.279411764705882026e-01,2.000000000000000000e+00
-5.377358490566037652e-01,6.581818181818182012e-01,-3.490566037735848837e-01,1.054545454545454536e-01,-2.924528301886792359e-01,1.054545454545454536e-01,-5.990566037735849392e-01,5.999999999999999778e-01,-1.000000000000000000e+00,9.636363636363636243e-01,-3.301886792452830011e-01,7.636363636363636964e-02,-3.679245283018867663e-01,6.181818181818182073e-02,-6.839622641509434109e-01,5.490909090909090740e-01,-9.245283018867924696e-01,1.000000000000000000e+00,1.792452830188679125e-01,-9.781818181818181523e-01,1.933962264150943522e-01,-1.000000000000000000e+00,6.273584905660377631e-01,-1.199999999999999956e-01,9.716981132075471761e-01,7.309090909090909527e-01,1.745283018867924418e-01,-9.709090909090909438e-01,6.273584905660377631e-01,-1.127272727272727315e-01,1.000000000000000000e+00,8.181818181818182323e-01,2.000000000000000000e+00
-8.694817658349328626e-01,1.793103448275862044e-01,-5.393474088291746460e-01,0.000000000000000000e+00,-5.124760076775431994e-01,-2.068965517241379282e-02,-7.236084452975047876e-01,4.965517241379310276e-01,-9.539347408829175201e-01,8.965517241379310498e-01,-5.047984644913627861e-01,-4.137931034482758563e-02,-5.086372360844529927e-01,-4.827586206896551657e-02,-7.389635316698656142e-01,5.448275862068965303e-01,-1.000000000000000000e+00,1.000000000000000000e+00,9.788867562380038079e-02,-9.586206896551724421e-01,1.132437619961612352e-01,-1.000000000000000000e+00,5.316698656429942327e-01,-1.034482758620689641e-01,9.232245681381957558e-01,5.655172413793103647e-01,8.637236084452974694e-02,-9.586206896551724421e-01,5.854126679462572369e-01,-1.034482758620689641e-01,1.000000000000000000e+00,7.103448275862068728e-01,2.000000000000000000e+00
-5.064377682403433667e-01,6.756756756756756577e-01,-4.206008583690987179e-01,6.563706563706563080e-02,-4.420600858369098662e-01,7.335907335907336513e-02,-6.866952789699570792e-01,5.057915057915057799e-01,-9.313304721030042366e-01,7.915057915057914784e-01,-4.034334763948497771e-01,1.930501930501930460e-02,-3.776824034334764213e-01,-4.247104247104246944e-02,-7.124463519313304349e-01,5.675675675675675436e-01,-1.000000000000000000e+00,1.000000000000000000e+00,2.832618025751073021e-01,-9.845559845559845868e-01,2.746781115879828317e-01,-9.845559845559845868e-01,6.008583690987124859e-01,-1.042471042471042469e-01,8.884120171673819399e-01,6.447876447876448314e-01,2.832618025751073021e-01,-1.000000000000000000e+00,6.180257510729614268e-01,-1.119691119691119674e-01,1.000000000000000000e+00,8.223938223938224157e-01,2.000000000000000000e+00
4.840085287846481732e-01,7.039999999999999591e-01,4.328358208955223607e-01,7.199999999999999456e-02,4.968017057569296124e-01,1.519999999999999962e-01,7.185501066098081147e-01,5.759999999999999565e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.456289978678038555e-01,3.200000000000000067e-02,4.456289978678038555e-01,-2.400000000000000050e-02,7.057569296375266754e-01,5.440000000000000391e-01,9.189765458422174405e-01,8.319999999999999618e-01,-2.707889125799573526e-01,-9.839999999999999858e-01,-2.750533049040511657e-01,-9.839999999999999858e-01,-6.375266524520255551e-01,4.000000000000000083e-02,-1.000000000000000000e+00,8.479999999999999760e-01,-2.750533049040511657e-01,-1.000000000000000000e+00,-6.247334754797441159e-01,-4.000000000000000083e-02,-9.104477611940298143e-01,7.199999999999999734e-01,2.000000000000000000e+00
6.047904191616766401e-01,7.611940298507462455e-01,4.071856287425149601e-01,5.472636815920398079e-02,3.772455089820359042e-01,-1.442786069651741387e-01,6.886227544910179521e-01,6.417910447761193682e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.371257485029940160e-01,-1.243781094527363212e-01,4.131736526946107602e-01,-2.139303482587064653e-01,6.826347305389222075e-01,3.930348258706467535e-01,9.820359281437125443e-01,8.507462686567164312e-01,-1.976047904191616800e-01,-9.800995024875621686e-01,-2.095808383233532801e-01,-9.701492537313433084e-01,-5.868263473053891843e-01,-2.487562189054726494e-02,-1.000000000000000000e+00,9.004975124378109541e-01,-2.035928143712574800e-01,-1.000000000000000000e+00,-5.808383233532934398e-01,-4.477611940298507204e-02,-9.281437125748502881e-01,7.810945273631840768e-01,2.000000000000000000e+00
